qGENDER,qAGECODE,qRACECODE,qEDUCATION,qINCOME,qSURVEYZONE,qZIPHOME,qBOROUGH,qLICENSE,qCARACCESS,qSMARTPHONE,qTRIPPLANAPP,qCITIBIKE,gFREIGHT1b_qFREIGHT1_mA,gFREIGHT1b_qFREIGHT2_mA,gFREIGHT1b_qFREIGHT3_mA,gFREIGHT1b_qFREIGHT4_mA,qAUTOVEHICLEFAM,qAUTOVEHICLEWILL,qAUTOVEHICLESAFE,qMARRIED,qBUILDINGb,qRENT,qCHILDREN,qEMPLOYMENT,qEMPLOYMENTCODE,qINDUSTRY,qWORKLOCATION,qWORKFH,Walk,Train/Subway,Bus,Ferry,Access-A-Ride,Membership_CarSharing,Disability_Hearing,Disability_Seeing,Disability_Walking,Disability_DailyActivity,Disability_Mental,Welfare,Freight_Usage
Male,45-54,"Asian, Non-Hispanic","Associate degree (i.e., AA, AS)","$25,000 - $34,999",Northern Manhattan,10035.0,Manhattan,Yes,No,Yes,Once a month,No,Less than a few times,A few times a year,A few times a year,A few times a month,Not at all familiar,Not very willing,Somewhat less safe than standard vehicles,Married,A building with 50 or more apartments,Rent,Two,Employed part time (working less than 30 hours per week),Employed,Health Care/Social Assistance,Other,"Yes, work from home",No,Yes,No,No,No,No,No,No,No,No,No,No,A few times a month
Female,45-54,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)","$75,000 - $99,999",Manhattan Core,10025.0,Manhattan,Yes,Yes,Yes,Less than a few times a year,Yes,A few times a month,A few times a month,A few times a month,A few times a year,Not at all familiar,Not at all willing,Somewhat less safe than standard vehicles,Married,A building with 50 or more apartments,Rent,Two,Employed full time (working more than 30 hours per week),Employed,Education,At a school or day care facility,"Yes, work from home",Yes,No,No,No,No,No,No,No,No,No,No,No,Several times a week
Female,35-44,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","Less than $14,999",Outer Brooklyn,11203.0,Brooklyn,Yes,Yes,No,A few times a month,No,Less than a few times,A few times a year,Not applied,Less than a few times,Not at all familiar,Somewhat willing,Neither more nor less safe than standard vehicles,Divorced,A building with 10 to 49 apartments,Rent,Two,Employed part time (working less than 30 hours per week),Employed,Education,At a school or day care facility,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,A few times a month
Female,55-64,"Black, Non-Hispanic",Some college but degree not received or in progress,"$35,000 - $49,999",Outer Queens,11693.0,Queens,No,No,Yes,Daily,No,A few times a month,Not applied,A few times a year,A few times a month,Not at all familiar,Not at all willing,Much less safe than standard vehicles,Single,A building with 10 to 49 apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,Government,At an office,"Yes, work from home",No,Yes,No,No,No,No,No,No,No,No,No,NYCHA Tenant/Section8 Recipent,A few times a month
Male,45-54,"Black, Non-Hispanic",Some high school,"$50,000 - $74,999",Outer Queens,11412.0,Queens,Yes,Yes,Yes,A few times a month,No,Less than a few times,A few times a month,A few times a month,A few times a year,Not very familiar,Somewhat willing,Somewhat less safe than standard vehicles,Divorced,A one family house detached from any other house,Own,None,Employed full time (working more than 30 hours per week),Employed,Transportation and Utilities,Varying job sites,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,A few times a month
Female,55-64,Hispanic,"High school graduate or equivalent (i.e., GED)","$15,000 - $24,999",Southern Bronx,10467.0,The Bronx,Yes,Yes,Yes,Less than a few times a year,No,Less than a few times,A few times a month,Less than a few times,A few times a year,Not very familiar,Not at all willing,Much less safe than standard vehicles,Living in a committed partnership,A building with 50 or more apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,Health Care/Social Assistance,Other,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,A few times a month
Male,45-54,"White, Non-Hispanic",Some college but degree not received or in progress,"$200,000 and above",Manhattan Core,10010.0,Manhattan,Yes,No,Yes,Daily,Yes,A few times a year,A few times a month,A few times a month,A few times a month,Very familiar,Not very willing,Somewhat less safe than standard vehicles,Married,A building with 50 or more apartments,Own,Two,Employed full time (working more than 30 hours per week),Employed,Financial services,At an office,"Yes, work from home",No,No,Yes,No,No,Yes,No,No,No,No,No,No,Several times a week
Female,45-54,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$150,000-$199,999",Manhattan Core,10128.0,Manhattan,Yes,No,Yes,Daily,No,Less than a few times,A few times a month,A few times a month,A few times a year,Not at all familiar,Not very willing,Neither more nor less safe than standard vehicles,Married,A building with 50 or more apartments,Own,None,Employed full time (working more than 30 hours per week),Employed,Retail,At an office,"Yes, work from home",No,Yes,No,No,No,Yes,No,No,No,No,No,No,A few times a month
Male,55-64,"Black, Non-Hispanic","Associate degree (i.e., AA, AS)","$50,000 - $74,999",Northern Manhattan,10031.0,Manhattan,No,No,Yes,Several times a week,No,Less than a few times,A few times a month,Less than a few times,A few times a month,Not very familiar,Not at all willing,Much less safe than standard vehicles,Married,A building with 10 to 49 apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,"Professional & Business Services (consulting, legal, marketing)",At an office,"Yes, work from home",No,Yes,No,No,No,No,No,No,No,No,No,No,Several times a week
Female,45-54,"White, Non-Hispanic","Associate degree (i.e., AA, AS)","$100,000 - $149,999",NOT CODED,11379.0,Queens,Yes,Yes,Yes,Daily,No,Less than a few times,A few times a month,Less than a few times,A few times a month,Somewhat familiar,Not at all willing,Somewhat less safe than standard vehicles,Married,A one family house attached to one or more houses,Own,None,Employed full time (working more than 30 hours per week),Employed,Health Care/Social Assistance,At a school or day care facility,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,A few times a year
Male,55-64,"White, Non-Hispanic","Associate degree (i.e., AA, AS)","$100,000 - $149,999",Outer Queens,11357.0,Queens,Yes,Yes,Yes,Less than a few times a year,No,Not applied,Not applied,Not applied,A few times a year,Somewhat familiar,Not at all willing,Don't Know,Married,A one family house detached from any other house,Own,One,Employed full time (working more than 30 hours per week),Employed,Arts & Entertainment,At an office,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,A few times a month
Female,45-54,"Black, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)","$75,000 - $99,999",Northern Manhattan,10037.0,Manhattan,Yes,No,Yes,Several times a week,No,Less than a few times,A few times a month,Less than a few times,Less than a few times,Not very familiar,Not at all willing,Much less safe than standard vehicles,Single,A building with 2 to 9 apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,Government,At an office,"Yes, work from home",No,Yes,Yes,No,No,No,No,No,No,No,No,No,A few times a year
Female,45-54,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$75,000 - $99,999",Outer Queens,11412.0,Queens,Yes,Yes,Yes,Several times a week,No,A few times a month,Less than a few times,A few times a month,A few times a month,Somewhat familiar,Not at all willing,Neither more nor less safe than standard vehicles,Married,A one family house attached to one or more houses,Own,One,Employed full time (working more than 30 hours per week),Employed,Government,At an office,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,Several times a week
Female,35-44,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$35,000 - $49,999",Inner Brooklyn,11238.0,Brooklyn,No,Yes,Yes,Daily,No,A few times a year,A few times a month,A few times a year,A few times a year,Somewhat familiar,Not at all willing,Much less safe than standard vehicles,Single,A building with 50 or more apartments,Rent,One,Employed full time (working more than 30 hours per week),Employed,Health Care/Social Assistance,At an office,"Yes, work from home",No,Yes,No,No,No,Yes,No,No,No,No,No,No,Several times a week
Male,45-54,"White, Non-Hispanic","Associate degree (i.e., AA, AS)","$150,000-$199,999",Inner Queens,11106.0,Queens,Yes,Yes,Yes,Once a week,No,Not applied,A few times a year,Not applied,A few times a year,Not at all familiar,Not very willing,Neither more nor less safe than standard vehicles,Married,A building with 2 to 9 apartments,Own,One,Employed full time (working more than 30 hours per week),Employed,"Professional & Business Services (consulting, legal, marketing)",At an office,"Yes, work from home",Yes,No,No,No,No,No,No,No,No,No,No,No,A few times a month
Female,35-44,"Black, Non-Hispanic",Some college but degree not received or in progress,"$35,000 - $49,999",Northern Manhattan,10027.0,Manhattan,Yes,Yes,Yes,Several times a week,No,Not applied,A few times a month,Not applied,Daily,Not very familiar,Not at all willing,Much less safe than standard vehicles,Single,A building with 50 or more apartments,Rent,Two,Employed full time (working more than 30 hours per week),Employed,Transportation and Utilities,In a remote location that is not at home (i.e. a coworking space or coffee shop),"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,Daily
Female,45-54,"Asian, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)","$200,000 and above",Manhattan Core,10003.0,Manhattan,Yes,No,Yes,Several times a week,No,A few times a month,A few times a year,A few times a month,A few times a year,Not at all familiar,Not at all willing,Much less safe than standard vehicles,Married,A building with 50 or more apartments,Own,One,Employed full time (working more than 30 hours per week),Employed,Financial services,At an office,"Yes, work from home",No,Yes,No,No,No,Yes,No,No,No,No,No,No,A few times a month
Female,55-64,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)","$150,000-$199,999",Inner Brooklyn,11215.0,Brooklyn,Yes,Yes,Yes,Several times a week,No,A few times a month,A few times a month,Less than a few times,A few times a month,Not at all familiar,Not very willing,Somewhat less safe than standard vehicles,Married,A one family house attached to one or more houses,Own,None,Employed full time (working more than 30 hours per week),Employed,Government,At an office,"Yes, work from home",No,Yes,No,No,No,No,No,No,No,No,No,No,Several times a week
Male,45-54,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)","$200,000 and above",Manhattan Core,10025.0,Manhattan,Yes,Yes,Yes,A few times a month,No,Several times a week,A few times a month,Several times a week,A few times a year,Somewhat familiar,Somewhat willing,Neither more nor less safe than standard vehicles,Married,A building with 50 or more apartments,Rent,One,Employed full time (working more than 30 hours per week),Employed,Education,At an office,"Yes, work from home",No,Yes,No,No,No,No,No,No,Yes,No,No,No,Several times a week
Female,45-54,"White, Non-Hispanic","High school graduate or equivalent (i.e., GED)","$100,000 - $149,999",Outer Brooklyn,11234.0,Brooklyn,Yes,Yes,Yes,A few times a year,No,Less than a few times,Less than a few times,Less than a few times,A few times a month,Not at all familiar,Not at all willing,Much less safe than standard vehicles,Married,A one family house detached from any other house,Own,None,Employed part time (working less than 30 hours per week),Employed,Education,At a school or day care facility,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,Several times a week
Male,35-44,Hispanic,"Bachelor's degree (i.e., BA, BS, AB)","$75,000 - $99,999",Outer Queens,11004.0,Queens,Yes,Yes,Yes,Once a week,No,Less than a few times,A few times a year,Less than a few times,Several times a week,Somewhat familiar,Somewhat willing,Somewhat safer than standard vehicles,Married,A one family house attached to one or more houses,Own,One,Employed full time (working more than 30 hours per week),Employed,Financial services,At an office,"Yes, work from home",No,Yes,No,No,No,No,No,No,No,No,No,No,A few times a month
Female,35-44,"Black, Non-Hispanic",Some college but degree not received or in progress,"$100,000 - $149,999",Inner Brooklyn,11238.0,Brooklyn,Yes,Yes,Yes,Several times a week,No,Not applied,A few times a month,Not applied,A few times a month,Not at all familiar,Not at all willing,Somewhat less safe than standard vehicles,Living in a committed partnership,A one family house attached to one or more houses,Rent,None,Employed full time (working more than 30 hours per week),Employed,Government,Other,"Yes, work from home",No,No,Yes,No,No,No,No,No,No,No,No,No,A few times a year
Female,25-34,"Other, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)","$150,000-$199,999",Northern Manhattan,10027.0,Manhattan,No,Yes,Yes,Several times a week,No,Less than a few times,A few times a month,A few times a month,Several times a week,Somewhat familiar,Not very willing,Neither more nor less safe than standard vehicles,Married,A building with 10 to 49 apartments,Rent,One,Employed full time (working more than 30 hours per week),Employed,Education,At a school or day care facility,"Yes, work from home",No,Yes,No,No,No,No,No,No,No,No,No,No,A few times a month
Male,45-54,Hispanic,"Graduate degree (i.e., Master's, Professional, Doctorate)","$25,000 - $34,999",Manhattan Core,10003.0,Manhattan,Yes,No,Yes,Daily,No,A few times a month,A few times a year,A few times a month,A few times a year,Somewhat familiar,Somewhat willing,Somewhat less safe than standard vehicles,Living in a committed partnership,A building with 10 to 49 apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,Construction,Varying job sites,"Yes, work from home",No,Yes,No,No,No,No,No,No,No,No,No,No,Several times a week
